Filename,Mean Pitch (Hz),Mean F1 (Hz),Mean F2 (Hz),Mean Intensity (dB)
a_370bt2.wav,190.4936357,418.8485134,1457.40279,68.6206962
a_370bt3.wav,247.9804412,447.4593846,1414.472939,76.94392733
a_370bt4.wav,245.4313035,471.4464621,1577.12172,81.75348349
a_374bt1.wav,265.7750344,598.1192883,1622.487955,76.80418359
a_374bt2.wav,259.7271851,609.79287,1637.868987,70.95100348
a_374bt3.wav,273.6880504,600.0213572,1453.002048,75.0713423
a_374bt4.wav,264.0711233,610.7626662,1499.982662,81.32765389
a_376bt1.wav,248.3861365,594.1985285,1882.595136,75.30462553
a_376bt2.wav,246.1519503,628.3502218,1925.285071,66.92205379
a_376bt3.wav,250.8935338,613.2170636,1675.124789,72.14983262
a_376bt4.wav,248.7703027,606.436575,1793.874531,79.4266802
a_385bt1.wav,237.6643707,467.2777444,1814.490765,75.11763086
a_385bt2.wav,236.0279666,466.8390205,1854.318953,69.78913553
a_385bt3.wav,227.0932443,386.520033,1619.232946,74.96857049
a_385bt4.wav,230.5833426,445.0696828,1833.906572,80.64362591
a_389bt1.wav,266.0305131,480.1302171,1619.866914,75.1857583
a_389bt2.wav,257.1395964,531.7725106,1744.567335,72.16443048
a_389bt3.wav,267.0747623,582.5786235,1728.548461,64.66911226
a_389bt4.wav,271.7012623,514.6787454,1710.896552,75.72746111
a_395bt1.wav,255.6878378,542.4590777,1718.222446,74.8189814
a_395bt2.wav,256.6410511,605.1678143,1775.180943,73.23699072
a_395bt3.wav,255.5578573,543.6830628,1549.762255,75.48422033
a_395bt4.wav,251.2110068,563.612875,1560.345309,82.2117002
a_396bt1.wav,255.3182567,571.7608523,1630.279225,74.72920286
a_396bt2.wav,247.1725636,586.3646076,1734.277545,72.71565967
a_396bt3.wav,255.0105996,590.6025754,1635.728082,75.47107989
a_396bt4.wav,251.2243323,610.4626068,1666.740194,82.21106577
a_407bt1.wav,239.3897657,499.1437963,1546.7023,71.71668634
a_407bt2.wav,250.0333779,425.4530669,1729.719662,68.57716606
a_407bt3.wav,234.7845685,533.9964757,1694.420088,74.11018797
a_407bt4.wav,227.4489139,559.4220842,1690.956088,78.62080477
a_409bt1.wav,243.2929279,651.2739127,1514.270494,74.66788397
a_409bt2.wav,238.8810222,598.304385,1583.088318,63.02610156
a_409bt3.wav,239.7831745,728.1024411,1462.775935,70.0760888
a_409bt4.wav,234.0411626,698.5845026,1627.621352,76.16983952
a_412bt1.wav,236.0450302,716.4594326,1435.109095,81.54946885
a_412bt2.wav,236.2448332,681.8234397,1615.768168,70.13520133
a_412bt3.wav,238.927201,733.0547996,1397.264334,76.91383389
